,Unnamed: 0,tweeet,Sentimiento,Ponderacion
24471,24471,"ficrce âAl response undo for a few moments the metaphorical ice wall that Violette had built in the mind. Especially when that look came, causing a tingling inside.
UF, how I hated feeling like that.â

Nope...

He got, realizing that his +",negativo,-0.275
24474,24474,I want to know what is behind that ice wall,negativo,-0.4
24476,24476,Axel is Juan Snow screaming that we stop fucking with seeing who stays with the throne of Kings Larking because the King of Ice is two blocks from the wall now.,negativo,-0.6
24479,24479,"""I want to know what is behind that ice wall
I care well little if it's bad or good
If it's poison, then I want poison "" - Zetazen in Siurana, Cataluna, Spain ",negativo,-0.1468749999999999
24480,24480,I want to know what is behind that ice wall I care very little if it's bad or good zetazen â¨,negativo,-0.1609375
24484,24484,"I want to know what is behind that ice wall
I care well little if it's bad or good
If it's poison, then I want poison",negativo,-0.1468749999999999
24486,24486,Jantaolalla was obvious that the parallel universe found in Antarctica was a lie. NASA invented it to hide that Antarctica is an ice wall that prevents us from falling from the flat earth.,negativo,-0.0083333333333333
24488,24488,Moonright_ is that how not to support people may have very bad but I know that there are still good people who only build an ice wall so as not to be hurt again ðð¢ð,negativo,-0.0699999999999999
24491,24491,"Horror_Corpse - MarlÃ¨ne's eyes maintain an ice layer that neither the Game of Thrones wall. His jaw gains tension, as the memories of that day return to his memory. However, his defensive attitude relaxed a little when he heard the last phrases.â Well, that's [â¦]",negativo,-0.1958333333333333
24496,24496,Predictable .... says very little of him. Even the Terraplanists curmen an ice wall so that the ocean water does not be lost in the space ,negativo,-0.221875
24499,24499,Llbiebs gemitc_ zetazen I want to know that there are behind that ice wall,negativo,-0.4
24500,24500,"""I want to know what is behind that ice wall,
If it's poison, then I want poison. """,negativo,-0.4
24501,24501,"I want to know what is behind that ice wall

I care well little if it's bad or good

If it is poison then I want poison poison poison poison poison

Zetazen",negativo,-0.1468749999999999
24502,24502,"Censorship of freedom of expression is brutal; It is not  or  ""journalists"" who only speak badly of Uribe, is the blockade of thousands of co -attached alternative channels, the search engines managed at will; When you are looking for truthful information you find an ice wall ",negativo,-0.2687499999999999
24503,24503,"infobae say that he is bipolar, at times he said to love her and for others it was an ice wall, ignored it for days. They say that she triangulated her with the dog, treated her insecure, exaggerated and crazy. There are versions where indiscord third parties include. Quarantine brings everything to light ",negativo,-0.1166666666666666
24504,24504,"I want to know that there are behind that ice wall I care very little if it is bad or good

If it's poison then I want poison",negativo,-0.1609375
24505,24505,"Ricitosoxidados I have had to become an ice wall for  years because otherwise I sank myself, I know that it can be bad too but I have felt forced to be so until all the personal situation that I am happening passes, I have the Hope that the happy time will return.",negativo,-0.0499999999999999
24508,24508,"Itsshertme -If something could say, is that Midoriya should learn from Ben's ability to adapt, that thought the boy taking advantage of lifting a small ice column to observe the opponent over the wall.

Another alien, and this if it seems legitimately dangerous.

-Fue & GT;",negativo,-0.3666666666666667
24511,24511,"I want to know what is behind that ice wall
I care well little if it's bad or good
If it's poison, then I want poison",negativo,-0.1468749999999999
24513,24513,I want to know what is behind that ice wall,negativo,-0.4
24514,24514,"It would be looking for Viserion, the Dayneris dragon that killed the king of the night to undo that ice wall ",negativo,-0.2
24516,24516,mikel_uribe An ice wall around the M would not come bad either.,negativo,-0.6999999999999998
24517,24517,"I want to know what is behind that ice wall, I care very little if it's bad or good",negativo,-0.1609375
24522,24522,"Giltherian_exdr Stardaw Luckily than the earth is not flat, and if it is less bad that there is the ice wall because there is no more fool on earth and more than one would fall down the edge.",negativo,-0.0609126984126983
24527,24527,I want to know that there are behind that ice wall,negativo,-0.4
24528,24528,"andreuginola that is ugly is a ventage. Well two.

. We live very quiet.
. Function 'Muro de Hielo' White Anticamintes (Giurais de Lloret) PK do not investigate in the province. Of nothing Girona.",negativo,-0.1409090909090909
24530,24530,I love that macristas say that there are no political differences in these times and blah blah to base that they do not manage ... I can with the people who distributed the ballot to which he left us without a ministry of health I want a wall or a wall of ice like Got's.,negativo,-0.075
24531,24531,I want to know what is behind that ice wall,negativo,-0.4
24533,24533,"I want to know what is behind that ice wall, I care very little if it's bad or good if it's poison then I want poison",negativo,-0.1609375
24534,24534,"I want to know what is behind that ice wall
I care well little if it's bad or good
If it's poison, then I want poison",negativo,-0.1468749999999999
24535,24535,"Jorgeorgon slaxz nanutria just as you decided not to believe in how much ""impose"" the masses, I do not plan to believe in some photos of a horizon claiming to be proof of the total plain of the earth, and less in an Antarctica that actually It is an ice wall.

You apologize, but it's what I think.",negativo,-0.0361904761904761
24540,24540,"I want to know what is behind that ice wall, I care very little if it's bad or good ð¢ð¤¯",negativo,-0.1609375
24542,24542,"BxtTlescxrs & Lt; His hands, but not a pleasant warmth, if not that of blood. The sweet and oxidized smell of that liquid permeated the area, an ice wall of two meters now shields them, on the other side carbonized and smoking figures.

There were some & GT;",negativo,-0.0472222222222222
24543,24543,"I want to know what is behind that ice wall, I care very little if it's bad or good",negativo,-0.1609375
24546,24546,"I want to know what is behind that ice wall, I care very little if it's bad or good
If it's poison, then I want poison ð¤ð",negativo,-0.1609375
24549,24549,"He created another ice wall, this time deeper, and modifying its molecular structure so that it looks like diamond. Having studied some chemistry a few years ago, had not come bad to enhance their skills.",negativo,-0.4499999999999999
24551,24551,"Musicolorist daniela Only this video already refutes the flat land, flights to , kilometers past the alleged ice wall, and there is no trace of the dome
",negativo,-0.09375
24555,24555,"_supplicium firemxssxnger & Lt; Behind the Hystel. If everything went well, the scare would go to the group, being cornered. It was an whole or nothing.-

[Ice wall: -MP]",negativo,-0.1
24558,24558,"JuanSaltori oandradelrallana has already passed in Game of Trone
While everyone fights talk about returning classes and football
The true evil comes from the north
, women in Brazil ...
And we don't have a giant ice wall that separates us",negativo,-0.2625
24560,24560,"I want to know what is behind that ice wall
I care well little if it's bad or good",negativo,-0.1468749999999999
24562,24562,I want to know what is behind that ice wall,negativo,-0.4
24564,24564,"Daniela Musicolorista again lie, this is for example the Maitri base of India in the Antarctic continent Where is the ice wall? ",negativo,-0.8
24565,24565,"I want to know what is behind that ice wall
I care well little if it's bad or good
If it's poison, then I want poison",negativo,-0.1468749999999999
24566,24566,I want to know what is behind that ice wall,negativo,-0.4
24569,24569,I want to know what is behind that ice wall,negativo,-0.4
24570,24570,I want to know what is behind that ice wall,negativo,-0.4
